('class', 'amphibia', 'order', 'anura')
('order', 'squamata', 'family', 'elapidae')
('order', 'squamata', 'family', 'eublepharidae')
('order', 'squamata', 'family', 'gekkonidae')
('order', 'squamata', 'family', 'helodermatidae')
('order', 'squamata', 'family', 'iguanidae')
('order', 'squamata', 'family', 'lacertidae')
('order', 'squamata', 'family', 'leptotyphlopidae')
('order', 'squamata', 'family', 'phrynosomatidae')
('order', 'squamata', 'family', 'phyllodactylidae')
('order', 'squamata', 'family', 'polychrotidae')
('order', 'squamata', 'family', 'pythonidae')
('order', 'squamata', 'family', 'rhineuridae')
('order', 'squamata', 'family', 'scincidae')
('order', 'squamata', 'family', 'sphaerodactylidae')
('order', 'squamata', 'family', 'teiidae')
('order', 'squamata', 'family', 'tropiduridae')
('order', 'squamata', 'family', 'typhlopidae')
('order', 'squamata', 'family', 'varanidae')
('order', 'squamata', 'family', 'viperidae')
('order', 'squamata', 'family', 'xantusiidae')
('order', 'testudines', 'family', 'cheloniidae')
('order', 'testudines', 'family', 'chelydridae')
('order', 'testudines', 'family', 'emydidae')
('order', 'testudines', 'family', 'geoemydidae')
('order', 'testudines', 'family', 'kinosternidae')
('order', 'testudines', 'family', 'testudinidae')
('order', 'testudines', 'family', 'trionychidae')
('phylum', 'chordata', 'class', 'amphibia')
('phylum', 'chordata', 'class', 'reptilia')
('species', 'acris crepitans', 'subspecies', 'acris crepitans crepitans')
('species', 'acris gryllus', 'subspecies', 'acris gryllus dorsalis')
('species', 'acris gryllus', 'subspecies', 'acris gryllus gryllus')
('species', 'agama agama', 'subspecies', 'agama agama africana')
('species', 'agkistrodon contortrix', 'subspecies', 'agkistrodon contortrix contortrix')
('species', 'agkistrodon contortrix', 'subspecies', 'agkistrodon contortrix laticinctus')
('species', 'agkistrodon contortrix', 'subspecies', 'agkistrodon contortrix mokasen')
('species', 'agkistrodon contortrix', 'subspecies', 'agkistrodon contortrix phaeogaster')
('species', 'agkistrodon contortrix', 'subspecies', 'agkistrodon contortrix pictigaster')
('species', 'agkistrodon piscivorus', 'subspecies', 'agkistrodon piscivorus conanti')
('species', 'agkistrodon piscivorus', 'subspecies', 'agkistrodon piscivorus leucostoma')
('species', 'agkistrodon piscivorus', 'subspecies', 'agkistrodon piscivorus piscivorus')
('species', 'ambystoma macrodactylum', 'subspecies', 'ambystoma macrodactylum columbianum')
('species', 'ambystoma macrodactylum', 'subspecies', 'ambystoma macrodactylum croceum')
('species', 'ambystoma macrodactylum', 'subspecies', 'ambystoma macrodactylum krausei')
('species', 'ambystoma macrodactylum', 'subspecies', 'ambystoma macrodactylum macrodactylum')
('species', 'ambystoma macrodactylum', 'subspecies', 'ambystoma macrodactylum sigillatum')
('species', 'ambystoma mavortium', 'subspecies', 'ambystoma mavortium diaboli')
('species', 'ambystoma mavortium', 'subspecies', 'ambystoma mavortium mavortium')
('species', 'ambystoma mavortium', 'subspecies', 'ambystoma mavortium melanostictum')
('species', 'ambystoma mavortium', 'subspecies', 'ambystoma mavortium nebulosum')
('species', 'ambystoma mavortium', 'subspecies', 'ambystoma mavortium stebbinsi')
('species', 'ameiva exsul', 'subspecies', 'ameiva exsul alboguttata')
('species', 'ameiva exsul', 'subspecies', 'ameiva exsul desechensis')
('species', 'ameiva exsul', 'subspecies', 'ameiva exsul exsul')
('species', 'anaxyrus americanus', 'subspecies', 'anaxyrus americanus americanus')
('species', 'anaxyrus americanus', 'subspecies', 'anaxyrus americanus charlesmithi')
('species', 'anaxyrus debilis', 'subspecies', 'anaxyrus debilis debilis')
('species', 'anaxyrus debilis', 'subspecies', 'anaxyrus debilis insidior')
('species', 'anaxyrus woodhousii', 'subspecies', 'anaxyrus woodhousii australis')
('species', 'anaxyrus woodhousii', 'subspecies', 'anaxyrus woodhousii woodhousii')
('species', 'aneides flavipunctatus', 'subspecies', 'aneides flavipunctatus flavipunctatus')
('species', 'aneides flavipunctatus', 'subspecies', 'aneides flavipunctatus niger')
('species', 'anolis carolinensis', 'subspecies', 'anolis carolinensis carolinensis')
('species', 'anolis carolinensis', 'subspecies', 'anolis carolinensis seminolus')
('species', 'anolis cristatellus', 'subspecies', 'anolis cristatellus cristatellus')
('species', 'anolis cristatellus', 'subspecies', 'anolis cristatellus wileyae')
('species', 'anolis cybotes', 'subspecies', 'anolis cybotes cybotes')
('species', 'anolis distichus', 'subspecies', 'anolis distichus dominicensis')
('species', 'anolis distichus', 'subspecies', 'anolis distichus floridanus')
('species', 'anolis equestris', 'subspecies', 'anolis equestris equestris')
('species', 'anolis sagrei', 'subspecies', 'anolis sagrei sagrei')
('species', 'apalone mutica', 'subspecies', 'apalone mutica calvata')
('species', 'apalone mutica', 'subspecies', 'apalone mutica mutica')
('species', 'apalone spinifera', 'subspecies', 'apalone spinifera aspera')
('species', 'apalone spinifera', 'subspecies', 'apalone spinifera emoryi')
('species', 'apalone spinifera', 'subspecies', 'apalone spinifera guadalupensis')
('species', 'apalone spinifera', 'subspecies', 'apalone spinifera pallida')
('species', 'apalone spinifera', 'subspecies', 'apalone spinifera spinifera')
('species', 'arizona elegans', 'subspecies', 'arizona elegans arenicola')
('species', 'arizona elegans', 'subspecies', 'arizona elegans candida')
('species', 'arizona elegans', 'subspecies', 'arizona elegans eburnata')
('species', 'arizona elegans', 'subspecies', 'arizona elegans elegans')
('species', 'arizona elegans', 'subspecies', 'arizona elegans noctivaga')
('species', 'arizona elegans', 'subspecies', 'arizona elegans occidentalis')
('species', 'arizona elegans', 'subspecies', 'arizona elegans philipi')
('species', 'aspidoscelis gularis', 'subspecies', 'aspidoscelis gularis gularis')
('species', 'aspidoscelis hyperythra', 'subspecies', 'aspidoscelis hyperythra beldingi')
('species', 'aspidoscelis inornata', 'subspecies', 'aspidoscelis inornata gypsi')
('species', 'aspidoscelis inornata', 'subspecies', 'aspidoscelis inornata heptagramma')
('species', 'aspidoscelis inornata', 'subspecies', 'aspidoscelis inornata junipera')
('species', 'aspidoscelis inornata', 'subspecies', 'aspidoscelis inornata llanuras')
('species', 'aspidoscelis marmorata', 'subspecies', 'aspidoscelis marmorata marmorata')
('species', 'aspidoscelis marmorata', 'subspecies', 'aspidoscelis marmorata reticuloriens')
('species', 'aspidoscelis scalaris', 'subspecies', 'aspidoscelis scalaris septemvittata')
('species', 'aspidoscelis sexlineata', 'subspecies', 'aspidoscelis sexlineata sexlineata')
('species', 'aspidoscelis sexlineata', 'subspecies', 'aspidoscelis sexlineata stephensae')
('species', 'aspidoscelis sexlineata', 'subspecies', 'aspidoscelis sexlineata viridis')
('species', 'aspidoscelis tigris', 'subspecies', 'aspidoscelis tigris munda')
('species', 'aspidoscelis tigris', 'subspecies', 'aspidoscelis tigris punctilinealis')
('species', 'aspidoscelis tigris', 'subspecies', 'aspidoscelis tigris septentrionalis')
('species', 'aspidoscelis tigris', 'subspecies', 'aspidoscelis tigris stejnegeri')
('species', 'aspidoscelis tigris', 'subspecies', 'aspidoscelis tigris tigris')
('species', 'batrachoseps major', 'subspecies', 'batrachoseps major aridus')
('species', 'batrachoseps major', 'subspecies', 'batrachoseps major major')
('species', 'bogertophis subocularis', 'subspecies', 'bogertophis subocularis subocularis')
('species', 'borikenophis portoricensis', 'subspecies', 'borikenophis portoricensis aphantus')
('species', 'borikenophis portoricensis', 'subspecies', 'borikenophis portoricensis portoricensis')
('species', 'borikenophis portoricensis', 'subspecies', 'borikenophis portoricensis prymnus')
('species', 'borikenophis portoricensis', 'subspecies', 'borikenophis portoricensis richardi')
('species', 'callisaurus draconoides', 'subspecies', 'callisaurus draconoides myurus')
('species', 'callisaurus draconoides', 'subspecies', 'callisaurus draconoides rhodostictus')
('species', 'callisaurus draconoides', 'subspecies', 'callisaurus draconoides ventralis')
('species', 'carphophis amoenus', 'subspecies', 'carphophis amoenus amoenus')
('species', 'carphophis amoenus', 'subspecies', 'carphophis amoenus helenae')
('species', 'cemophora coccinea', 'subspecies', 'cemophora coccinea coccinea')
('species', 'cemophora coccinea', 'subspecies', 'cemophora coccinea copei')
('species', 'cemophora coccinea', 'subspecies', 'cemophora coccinea lineri')
('species', 'chionactis occipitalis', 'subspecies', 'chionactis occipitalis annulata')
('species', 'chionactis occipitalis', 'subspecies', 'chionactis occipitalis klauberi')
('species', 'chionactis occipitalis', 'subspecies', 'chionactis occipitalis occipitalis')
('species', 'chionactis occipitalis', 'subspecies', 'chionactis occipitalis talpina')
('species', 'chionactis palarostris', 'subspecies', 'chionactis palarostris organica')
('species', 'chrysemys picta', 'subspecies', 'chrysemys picta bellii')
('species', 'chrysemys picta', 'subspecies', 'chrysemys picta marginata')
('species', 'chrysemys picta', 'subspecies', 'chrysemys picta picta')
('species', 'coleonyx switaki', 'subspecies', 'coleonyx switaki switaki')
('species', 'coleonyx variegatus', 'subspecies', 'coleonyx variegatus abbotti')
('species', 'coleonyx variegatus', 'subspecies', 'coleonyx variegatus bogerti')
('species', 'coleonyx variegatus', 'subspecies', 'coleonyx variegatus utahensis')
('species', 'coleonyx variegatus', 'subspecies', 'coleonyx variegatus variegatus')
('species', 'coluber constrictor', 'subspecies', 'coluber constrictor anthicus')
('species', 'coluber constrictor', 'subspecies', 'coluber constrictor constrictor')
('species', 'coluber constrictor', 'subspecies', 'coluber constrictor etheridgei')
('species', 'coluber constrictor', 'subspecies', 'coluber constrictor flaviventris')
('species', 'coluber constrictor', 'subspecies', 'coluber constrictor foxii')
('species', 'coluber constrictor', 'subspecies', 'coluber constrictor helvigularis')
('species', 'coluber constrictor', 'subspecies', 'coluber constrictor latrunculus')
('species', 'coluber constrictor', 'subspecies', 'coluber constrictor mormon')
('species', 'coluber constrictor', 'subspecies', 'coluber constrictor oaxaca')
('species', 'coluber constrictor', 'subspecies', 'coluber constrictor paludicola')
('species', 'coluber constrictor', 'subspecies', 'coluber constrictor priapus')
('species', 'coluber flagellum', 'subspecies', 'coluber flagellum cingulum')
('species', 'coluber flagellum', 'subspecies', 'coluber flagellum flagellum')
('species', 'coluber flagellum', 'subspecies', 'coluber flagellum lineatulus')
('species', 'coluber flagellum', 'subspecies', 'coluber flagellum piceus')
('species', 'coluber flagellum', 'subspecies', 'coluber flagellum ruddocki')
('species', 'coluber flagellum', 'subspecies', 'coluber flagellum testaceus')
('species', 'coluber lateralis', 'subspecies', 'coluber lateralis euryxanthus')
('species', 'coluber lateralis', 'subspecies', 'coluber lateralis lateralis')
('species', 'coluber schotti', 'subspecies', 'coluber schotti ruthveni')
('species', 'coluber schotti', 'subspecies', 'coluber schotti schotti')
('species', 'coluber taeniatus', 'subspecies', 'coluber taeniatus girardi')
('species', 'coluber taeniatus', 'subspecies', 'coluber taeniatus taeniatus')
('species', 'coniophanes imperialis', 'subspecies', 'coniophanes imperialis imperialis')
('species', 'cophosaurus texanus', 'subspecies', 'cophosaurus texanus scitulus')
('species', 'cophosaurus texanus', 'subspecies', 'cophosaurus texanus texanus')
('species', 'craugastor augusti', 'subspecies', 'craugastor augusti cactorum')
('species', 'craugastor augusti', 'subspecies', 'craugastor augusti latrans')
('species', 'crotalus cerastes', 'subspecies', 'crotalus cerastes cerastes')
('species', 'crotalus cerastes', 'subspecies', 'crotalus cerastes cercobombus')
('species', 'crotalus cerastes', 'subspecies', 'crotalus cerastes laterorepens')
('species', 'crotalus lepidus', 'subspecies', 'crotalus lepidus klauberi')
('species', 'crotalus lepidus', 'subspecies', 'crotalus lepidus lepidus')
('species', 'crotalus mitchellii', 'subspecies', 'crotalus mitchellii pyrrhus')
('species', 'crotalus molossus', 'subspecies', 'crotalus molossus molossus')
('species', 'crotalus oreganus', 'subspecies', 'crotalus oreganus abyssus')
('species', 'crotalus oreganus', 'subspecies', 'crotalus oreganus concolor')
('species', 'crotalus oreganus', 'subspecies', 'crotalus oreganus helleri')
('species', 'crotalus oreganus', 'subspecies', 'crotalus oreganus lutosus')
('species', 'crotalus oreganus', 'subspecies', 'crotalus oreganus oreganus')
('species', 'crotalus pricei', 'subspecies', 'crotalus pricei pricei')
('species', 'crotalus scutulatus', 'subspecies', 'crotalus scutulatus scutulatus')
('species', 'crotalus willardi', 'subspecies', 'crotalus willardi obscurus')
('species', 'crotalus willardi', 'subspecies', 'crotalus willardi willardi')
('species', 'cryptobranchus alleganiensis', 'subspecies', 'cryptobranchus alleganiensis alleganiensis')
('species', 'cryptobranchus alleganiensis', 'subspecies', 'cryptobranchus alleganiensis bishopi')
('species', 'cyclura nubila', 'subspecies', 'cyclura nubila nubila')
('species', 'deirochelys reticularia', 'subspecies', 'deirochelys reticularia chrysea')
('species', 'deirochelys reticularia', 'subspecies', 'deirochelys reticularia miaria')
('species', 'deirochelys reticularia', 'subspecies', 'deirochelys reticularia reticularia')
('species', 'diadophis punctatus', 'subspecies', 'diadophis punctatus acricus')
('species', 'diadophis punctatus', 'subspecies', 'diadophis punctatus amabilis')
('species', 'diadophis punctatus', 'subspecies', 'diadophis punctatus arnyi')
('species', 'diadophis punctatus', 'subspecies', 'diadophis punctatus edwardsii')
('species', 'diadophis punctatus', 'subspecies', 'diadophis punctatus modestus')
('species', 'diadophis punctatus', 'subspecies', 'diadophis punctatus occidentalis')
('species', 'diadophis punctatus', 'subspecies', 'diadophis punctatus pulchellus')
('species', 'diadophis punctatus', 'subspecies', 'diadophis punctatus punctatus')
('species', 'diadophis punctatus', 'subspecies', 'diadophis punctatus regalis')
('species', 'diadophis punctatus', 'subspecies', 'diadophis punctatus similis')
('species', 'diadophis punctatus', 'subspecies', 'diadophis punctatus stictogenys')
('species', 'diadophis punctatus', 'subspecies', 'diadophis punctatus vandenburgii')
('species', 'dipsosaurus dorsalis', 'subspecies', 'dipsosaurus dorsalis dorsalis')
('species', 'drymarchon melanurus', 'subspecies', 'drymarchon melanurus erebennus')
('species', 'drymobius margaritiferus', 'subspecies', 'drymobius margaritiferus margaritiferus')
('species', 'eleutherodactylus cystignathoides', 'subspecies', 'eleutherodactylus cystignathoides campi')
('species', 'elgaria coerulea', 'subspecies', 'elgaria coerulea coerulea')
('species', 'elgaria coerulea', 'subspecies', 'elgaria coerulea palmeri')
('species', 'elgaria coerulea', 'subspecies', 'elgaria coerulea principis')
('species', 'elgaria coerulea', 'subspecies', 'elgaria coerulea shastensis')
('species', 'elgaria kingii', 'subspecies', 'elgaria kingii nobilis')
('species', 'elgaria multicarinata', 'subspecies', 'elgaria multicarinata multicarinata')
('species', 'elgaria multicarinata', 'subspecies', 'elgaria multicarinata scincicauda')
('species', 'elgaria multicarinata', 'subspecies', 'elgaria multicarinata webbii')
('species', 'ensatina eschscholtzii', 'subspecies', 'ensatina eschscholtzii croceater')
('species', 'ensatina eschscholtzii', 'subspecies', 'ensatina eschscholtzii eschscholtzii')
('species', 'ensatina eschscholtzii', 'subspecies', 'ensatina eschscholtzii klauberi')
('species', 'ensatina eschscholtzii', 'subspecies', 'ensatina eschscholtzii oregonensis')
('species', 'ensatina eschscholtzii', 'subspecies', 'ensatina eschscholtzii picta')
('species', 'ensatina eschscholtzii', 'subspecies', 'ensatina eschscholtzii platensis')
('species', 'ensatina eschscholtzii', 'subspecies', 'ensatina eschscholtzii xanthoptica')
('species', 'eretmochelys imbricata', 'subspecies', 'eretmochelys imbricata bissa')
('species', 'eretmochelys imbricata', 'subspecies', 'eretmochelys imbricata imbricata')
('species', 'eurycea longicauda', 'subspecies', 'eurycea longicauda longicauda')
('species', 'eurycea longicauda', 'subspecies', 'eurycea longicauda melanopleura')
('species', 'farancia abacura', 'subspecies', 'farancia abacura abacura')
('species', 'farancia abacura', 'subspecies', 'farancia abacura reinwardtii')
('species', 'farancia erytrogramma', 'subspecies', 'farancia erytrogramma erytrogramma')
('species', 'farancia erytrogramma', 'subspecies', 'farancia erytrogramma seminola')
('species', 'graptemys nigrinoda', 'subspecies', 'graptemys nigrinoda delticola')
('species', 'graptemys nigrinoda', 'subspecies', 'graptemys nigrinoda nigrinoda')
('species', 'graptemys ouachitensis', 'subspecies', 'graptemys ouachitensis ouachitensis')
('species', 'graptemys ouachitensis', 'subspecies', 'graptemys ouachitensis sabinensis')
('species', 'graptemys pseudogeographica', 'subspecies', 'graptemys pseudogeographica kohnii')
('species', 'graptemys pseudogeographica', 'subspecies', 'graptemys pseudogeographica pseudogeographica')
('species', 'gyrinophilus palleucus', 'subspecies', 'gyrinophilus palleucus necturoides')
('species', 'gyrinophilus palleucus', 'subspecies', 'gyrinophilus palleucus palleucus')
('species', 'gyrinophilus porphyriticus', 'subspecies', 'gyrinophilus porphyriticus danielsi')
('species', 'gyrinophilus porphyriticus', 'subspecies', 'gyrinophilus porphyriticus dunni')
('species', 'gyrinophilus porphyriticus', 'subspecies', 'gyrinophilus porphyriticus duryi')
('species', 'gyrinophilus porphyriticus', 'subspecies', 'gyrinophilus porphyriticus porphyriticus')
('species', 'heloderma suspectum', 'subspecies', 'heloderma suspectum cinctum')
('species', 'heloderma suspectum', 'subspecies', 'heloderma suspectum suspectum')
('species', 'holbrookia elegans', 'subspecies', 'holbrookia elegans thermophila')
('species', 'holbrookia lacerata', 'subspecies', 'holbrookia lacerata lacerata')
('species', 'holbrookia lacerata', 'subspecies', 'holbrookia lacerata subcaudalis')
('species', 'holbrookia maculata', 'subspecies', 'holbrookia maculata campi')
('species', 'holbrookia maculata', 'subspecies', 'holbrookia maculata flavilenta')
('species', 'holbrookia maculata', 'subspecies', 'holbrookia maculata maculata')
('species', 'holbrookia maculata', 'subspecies', 'holbrookia maculata perspicua')
('species', 'holbrookia maculata', 'subspecies', 'holbrookia maculata ruthveni')
('species', 'holbrookia propinqua', 'subspecies', 'holbrookia propinqua propinqua')
('species', 'hyla avivoca', 'subspecies', 'hyla avivoca avivoca')
('species', 'hyla avivoca', 'subspecies', 'hyla avivoca ogechiensis')
('species', 'hypsiglena chlorophaea', 'subspecies', 'hypsiglena chlorophaea chlorophaea')
('species', 'hypsiglena chlorophaea', 'subspecies', 'hypsiglena chlorophaea deserticola')
('species', 'hypsiglena chlorophaea', 'subspecies', 'hypsiglena chlorophaea loreala')
('species', 'hypsiglena jani', 'subspecies', 'hypsiglena jani texana')
('species', 'hypsiglena ochrorhyncha', 'subspecies', 'hypsiglena ochrorhyncha klauberi')
('species', 'hypsiglena ochrorhyncha', 'subspecies', 'hypsiglena ochrorhyncha nuchalata')
('species', 'kinosternon hirtipes', 'subspecies', 'kinosternon hirtipes murrayi')
('species', 'kinosternon sonoriense', 'subspecies', 'kinosternon sonoriense longifemorale')
('species', 'kinosternon sonoriense', 'subspecies', 'kinosternon sonoriense sonoriense')
('species', 'kinosternon subrubrum', 'subspecies', 'kinosternon subrubrum hippocrepis')
('species', 'kinosternon subrubrum', 'subspecies', 'kinosternon subrubrum steindachneri')
('species', 'kinosternon subrubrum', 'subspecies', 'kinosternon subrubrum subrubrum')
('species', 'lampropeltis calligaster', 'subspecies', 'lampropeltis calligaster calligaster')
('species', 'lampropeltis calligaster', 'subspecies', 'lampropeltis calligaster occipitolineata')
('species', 'lampropeltis calligaster', 'subspecies', 'lampropeltis calligaster rhombomaculata')
('species', 'lampropeltis getula', 'subspecies', 'lampropeltis getula getula')
('species', 'lampropeltis getula', 'subspecies', 'lampropeltis getula nigra')
('species', 'lampropeltis pyromelana', 'subspecies', 'lampropeltis pyromelana infralabialis')
('species', 'lampropeltis pyromelana', 'subspecies', 'lampropeltis pyromelana pyromelana')
('species', 'lampropeltis triangulum', 'subspecies', 'lampropeltis triangulum amaura')
('species', 'lampropeltis triangulum', 'subspecies', 'lampropeltis triangulum annulata')
('species', 'lampropeltis triangulum', 'subspecies', 'lampropeltis triangulum celaenops')
('species', 'lampropeltis triangulum', 'subspecies', 'lampropeltis triangulum gentilis')
('species', 'lampropeltis triangulum', 'subspecies', 'lampropeltis triangulum multistriata')
('species', 'lampropeltis triangulum', 'subspecies', 'lampropeltis triangulum syspila')
('species', 'lampropeltis triangulum', 'subspecies', 'lampropeltis triangulum taylori')
('species', 'lampropeltis triangulum', 'subspecies', 'lampropeltis triangulum triangulum')
('species', 'lithobates areolatus', 'subspecies', 'lithobates areolatus areolatus')
('species', 'lithobates areolatus', 'subspecies', 'lithobates areolatus circulosus')
('species', 'lithobates sphenocephalus', 'subspecies', 'lithobates sphenocephalus sphenocephalus')
('species', 'lithobates sphenocephalus', 'subspecies', 'lithobates sphenocephalus utricularius')
('species', 'magliophis exiguum', 'subspecies', 'magliophis exiguum exiguum')
('species', 'magliophis exiguum', 'subspecies', 'magliophis exiguum subspadix')
('species', 'malaclemys terrapin', 'subspecies', 'malaclemys terrapin centrata')
('species', 'malaclemys terrapin', 'subspecies', 'malaclemys terrapin littoralis')
('species', 'malaclemys terrapin', 'subspecies', 'malaclemys terrapin macrospilota')
('species', 'malaclemys terrapin', 'subspecies', 'malaclemys terrapin pileata')
('species', 'malaclemys terrapin', 'subspecies', 'malaclemys terrapin rhizophorarum')
('species', 'malaclemys terrapin', 'subspecies', 'malaclemys terrapin tequesta')
('species', 'malaclemys terrapin', 'subspecies', 'malaclemys terrapin terrapin')
('species', 'micruroides euryxanthus', 'subspecies', 'micruroides euryxanthus euryxanthus')
('species', 'micrurus tener', 'subspecies', 'micrurus tener tener')
('species', 'necturus maculosus', 'subspecies', 'necturus maculosus louisianensis')
('species', 'necturus maculosus', 'subspecies', 'necturus maculosus maculosus')
('species', 'nerodia clarkii', 'subspecies', 'nerodia clarkii clarkii')
('species', 'nerodia clarkii', 'subspecies', 'nerodia clarkii compressicauda')
('species', 'nerodia clarkii', 'subspecies', 'nerodia clarkii taeniata')
('species', 'nerodia fasciata', 'subspecies', 'nerodia fasciata confluens')
('species', 'nerodia fasciata', 'subspecies', 'nerodia fasciata fasciata')
('species', 'nerodia fasciata', 'subspecies', 'nerodia fasciata pictiventris')
('species', 'nerodia rhombifer', 'subspecies', 'nerodia rhombifer rhombifer')
('species', 'nerodia sipedon', 'subspecies', 'nerodia sipedon insularum')
('species', 'nerodia sipedon', 'subspecies', 'nerodia sipedon pleuralis')
('species', 'nerodia sipedon', 'subspecies', 'nerodia sipedon sipedon')
('species', 'nerodia sipedon', 'subspecies', 'nerodia sipedon williamengelsi')
('species', 'notophthalmus meridionalis', 'subspecies', 'notophthalmus meridionalis meridionalis')
('species', 'notophthalmus viridescens', 'subspecies', 'notophthalmus viridescens dorsalis')
('species', 'notophthalmus viridescens', 'subspecies', 'notophthalmus viridescens louisianensis')
('species', 'notophthalmus viridescens', 'subspecies', 'notophthalmus viridescens piaropicola')
('species', 'notophthalmus viridescens', 'subspecies', 'notophthalmus viridescens viridescens')
('species', 'opheodrys aestivus', 'subspecies', 'opheodrys aestivus aestivus')
('species', 'opheodrys aestivus', 'subspecies', 'opheodrys aestivus carinatus')
('species', 'ophisaurus attenuatus', 'subspecies', 'ophisaurus attenuatus attenuatus')
('species', 'ophisaurus attenuatus', 'subspecies', 'ophisaurus attenuatus longicaudus')
('species', 'petrosaurus mearnsi', 'subspecies', 'petrosaurus mearnsi mearnsi')
('species', 'phrynosoma hernandesi', 'subspecies', 'phrynosoma hernandesi hernandesi')
('species', 'phrynosoma platyrhinos', 'subspecies', 'phrynosoma platyrhinos platyrhinos')
('species', 'pituophis catenifer', 'subspecies', 'pituophis catenifer affinis')
('species', 'pituophis catenifer', 'subspecies', 'pituophis catenifer annectens')
('species', 'pituophis catenifer', 'subspecies', 'pituophis catenifer catenifer')
('species', 'pituophis catenifer', 'subspecies', 'pituophis catenifer deserticola')
('species', 'pituophis catenifer', 'subspecies', 'pituophis catenifer pumilus')
('species', 'pituophis catenifer', 'subspecies', 'pituophis catenifer sayi')
('species', 'pituophis melanoleucus', 'subspecies', 'pituophis melanoleucus lodingi')
('species', 'pituophis melanoleucus', 'subspecies', 'pituophis melanoleucus melanoleucus')
('species', 'pituophis melanoleucus', 'subspecies', 'pituophis melanoleucus mugitus')
('species', 'plestiodon anthracinus', 'subspecies', 'plestiodon anthracinus anthracinus')
('species', 'plestiodon anthracinus', 'subspecies', 'plestiodon anthracinus pluvialis')
('species', 'plestiodon egregius', 'subspecies', 'plestiodon egregius egregius')
('species', 'plestiodon egregius', 'subspecies', 'plestiodon egregius insularis')
('species', 'plestiodon egregius', 'subspecies', 'plestiodon egregius lividus')
('species', 'plestiodon egregius', 'subspecies', 'plestiodon egregius onocrepis')
('species', 'plestiodon egregius', 'subspecies', 'plestiodon egregius similis')
('species', 'plestiodon gilberti', 'subspecies', 'plestiodon gilberti cancellosus')
('species', 'plestiodon gilberti', 'subspecies', 'plestiodon gilberti gilberti')
('species', 'plestiodon gilberti', 'subspecies', 'plestiodon gilberti placerensis')
('species', 'plestiodon gilberti', 'subspecies', 'plestiodon gilberti rubricaudatus')
('species', 'plestiodon multivirgatus', 'subspecies', 'plestiodon multivirgatus epipleurotus')
('species', 'plestiodon multivirgatus', 'subspecies', 'plestiodon multivirgatus multivirgatus')
('species', 'plestiodon septentrionalis', 'subspecies', 'plestiodon septentrionalis obtusirostris')
('species', 'plestiodon septentrionalis', 'subspecies', 'plestiodon septentrionalis pallidus')
('species', 'plestiodon septentrionalis', 'subspecies', 'plestiodon septentrionalis septentrionalis')
('species', 'plestiodon skiltonianus', 'subspecies', 'plestiodon skiltonianus interparietalis')
('species', 'plestiodon skiltonianus', 'subspecies', 'plestiodon skiltonianus skiltonianus')
('species', 'plestiodon skiltonianus', 'subspecies', 'plestiodon skiltonianus utahensis')
('species', 'plestiodon tetragrammus', 'subspecies', 'plestiodon tetragrammus brevilineatus')
('species', 'plestiodon tetragrammus', 'subspecies', 'plestiodon tetragrammus tetragrammus')
('species', 'pseudacris hypochondriaca', 'subspecies', 'pseudacris hypochondriaca hypochondriaca')
('species', 'pseudemys concinna', 'subspecies', 'pseudemys concinna concinna')
('species', 'pseudemys concinna', 'subspecies', 'pseudemys concinna floridana')
('species', 'pseudobranchus axanthus', 'subspecies', 'pseudobranchus axanthus axanthus')
('species', 'pseudobranchus axanthus', 'subspecies', 'pseudobranchus axanthus belli')
('species', 'pseudobranchus striatus', 'subspecies', 'pseudobranchus striatus lustricolus')
('species', 'pseudobranchus striatus', 'subspecies', 'pseudobranchus striatus spheniscus')
('species', 'pseudobranchus striatus', 'subspecies', 'pseudobranchus striatus striatus')
('species', 'pseudotriton montanus', 'subspecies', 'pseudotriton montanus diastictus')
('species', 'pseudotriton montanus', 'subspecies', 'pseudotriton montanus flavissimus')
('species', 'pseudotriton montanus', 'subspecies', 'pseudotriton montanus floridanus')
('species', 'pseudotriton montanus', 'subspecies', 'pseudotriton montanus montanus')
('species', 'pseudotriton ruber', 'subspecies', 'pseudotriton ruber nitidus')
('species', 'pseudotriton ruber', 'subspecies', 'pseudotriton ruber ruber')
('species', 'pseudotriton ruber', 'subspecies', 'pseudotriton ruber schencki')
('species', 'pseudotriton ruber', 'subspecies', 'pseudotriton ruber vioscai')
('species', 'python molurus', 'subspecies', 'python molurus bivittatus')
('species', 'regina rigida', 'subspecies', 'regina rigida deltae')
('species', 'regina rigida', 'subspecies', 'regina rigida rigida')
('species', 'regina rigida', 'subspecies', 'regina rigida sinicola')
('species', 'rena dulcis', 'subspecies', 'rena dulcis dulcis')
('species', 'rena dulcis', 'subspecies', 'rena dulcis rubellum')
('species', 'rena humilis', 'subspecies', 'rena humilis cahuilae')
('species', 'rena humilis', 'subspecies', 'rena humilis humilis')
('species', 'rena humilis', 'subspecies', 'rena humilis segregus')
('species', 'rena humilis', 'subspecies', 'rena humilis utahensis')
('species', 'salvadora grahamiae', 'subspecies', 'salvadora grahamiae grahamiae')
('species', 'salvadora grahamiae', 'subspecies', 'salvadora grahamiae lineata')
('species', 'salvadora hexalepis', 'subspecies', 'salvadora hexalepis deserticola')
('species', 'salvadora hexalepis', 'subspecies', 'salvadora hexalepis hexalepis')
('species', 'salvadora hexalepis', 'subspecies', 'salvadora hexalepis mojavensis')
